District,rep_party_2012,GOP2012,DEM2012,GOP_spend_dif_2012,GOP2012_percent,DEM2012_percent,GOP_margin_2012,open_seat_2012,winning_party_2012,rep_party_2014,GOP2014,DEM2014,GOP_spend_dif_2014,GOP2014_percent,DEM2014_percent,GOP_margin_2014,open_seat_2014,winning_party_2014,rep_party_2016,GOP2016,DEM2016,GOP_spend_dif_2016,GOP2016_percent,DEM2016_percent,GOP_margin_2016,open_seat_2016,winning_party_2016,rep_party_2018,GOP2018,DEM2018,GOP_spend_dif_2018,GOP2018_percent,DEM2018_percent,GOP_margin_2018,open_seat_2018,winning_party_2018,COOK_PVI,white,black,latino,asian and pacific island,native,other,bach degree or higher among 25up,whiteBA,median_income,noncollege_white,PRES_GOP_MARGIN_2016,PRES_GOP_MARGIN_2012,PRES_GOP_MARGIN_2008,CITYLAB_CDI
SDAL,R,2710151.83,998187.37,1711964.46,57.4,42.6,14.8,,R,R,1684068.7,175102.02,1508966.68,,33.5,-33.5,,D,R,3071850.33,402432.86,2669417.47,64.1,35.9,28.2,,R,GOP,1644661.11,860100,784561.11,64,36,28,1,R,14,87.8,1,2,0.6,7,1.5,28.9,30.9,54467,60.6,29.8,18.02,8.41,Pure rural
TN1,R,575316.38,23156.33,552160.05,79.3,20.7,58.6,,R,R,0,0,0,,0,0,,D,R,309828.08,0,309828.08,78.4,15.4,63,,R,GOP,589579.99,160842,428737.99,79,21,58,0,R,28,94.8,2.1,1.3,0.5,0.3,1.1,19.4,19.8,41006,76,57.04,47.03,41.29,Rural-suburban mix
TN2,R,548500.62,17066,531434.62,78.3,21.7,56.6,,R,R,992996.8,0,992996.8,,22.6,-22.6,,D,R,509943.24,0,509943.24,75.6,24.4,51.2,,R,GOP,922029.21,322036,599993.21,66.8,33.2,33.6,1,R,20,90.3,5.8,1.6,1,0.2,1.1,31,30.9,50701,62.3,35.4,36.41,29.44,Rural-suburban mix
TN3,R,1421672.21,116622.71,1305049.5,63.4,36.6,26.8,,R,R,1559068.12,153245.59,1405822.53,,34.6,-34.6,,D,R,1151336.93,100120.43,1051216.5,66.4,28.8,37.6,,R,GOP,555730.03,273529.4,282200.63,65.5,34.5,31,0,R,18,85.7,10.4,1.6,0.9,0.3,1.1,22.7,23.5,43938,65.5,35.23,28.21,24.03,Rural-suburban mix
TN4,R,1266553.7,1023794.49,242759.21,55.8,44.2,11.6,,R,R,643369.09,1051656.59,-408287.5,,35.3,-35.3,,D,R,541926.97,57683.62,484243.35,65,35,30,,R,GOP,265331.89,544917,-279585.11,66.4,33.6,32.8,0,R,20,86,8.3,2.3,1,0.2,2,22.6,23,50598,66.1,41.14,32.23,26.79,Rural-suburban mix
TN5,D,80380.79,664008.33,-583627.54,33.4,66.6,-33.2,,D,D,83720.79,600091.39,-516370.6,,62.3,-62.3,,D,D,90818.51,633841.14,-543022.63,37.4,62.6,-25.2,,D,DEM,0,712807,-712807,32.2,67.8,-35.6,0,D,-7,68.5,25.1,3,1.7,0.3,1.3,37.5,43.6,54470,38.6,-18.35,-13.41,-16.2,Sparse suburban
TN6,R,0,0,0,100,0,100,,R,R,587242.87,0,587242.87,,23,-23,,D,R,2819757.52,6101.94,2813655.58,71.1,21.8,49.3,,R,GOP,2943681.38,36384,2907297.38,71.7,28.3,43.4,1,R,24,92.5,4,1.6,0.6,0.3,1,21.9,21.9,50731,72.2,48.97,39.57,31.46,Pure rural
TN7,R,1408632.56,0,1408632.56,74.8,25.2,49.6,,R,R,1457680.87,0,1457680.87,,26.8,-26.8,,D,R,1503428.06,0,1503428.06,72.2,23.5,48.7,,R,GOP,1719785.88,488645,1231140.88,67.9,32.1,35.8,1,R,20,84.2,9.9,3.2,1.2,0.3,1.2,28.1,28.8,53276,59.9,39.28,32.78,26.03,Pure rural
TN8,R,911702.99,30502.15,881200.84,70.6,29.4,41.2,,R,R,629223.24,84,629139.24,,24.6,-24.6,,D,R,1284633.77,0,1284633.77,68.8,25.1,43.7,,R,GOP,1721060.58,3320,1717740.58,69.9,30.1,39.8,0,R,19,76.8,19.3,1.7,1.2,0.2,0.8,27.6,28.9,54145,54.5,35.62,33.25,29.19,Rural-suburban mix
TN9,D,1630560.35,824487.73,806072.62,24.1,75.9,-51.8,,D,D,53276,915467.02,-862191.02,,75,-75,,D,D,0,291800.44,-291800.44,18.9,78.7,-59.8,,D,DEM,71915,398835,-326920,20.1,79.9,-59.8,0,D,-28,29.2,66.4,2.1,1.1,0.1,1,24.1,38.2,39761,18,-57.76,-57.44,-54.5,Dense suburban
TX1,R,759161.55,52774.06,706387.49,72.6,27.4,45.2,,R,R,714143.98,31767.5,682376.48,,22.5,-22.5,,D,R,901650.65,12557.47,889093.18,73.9,24.1,49.8,,R,GOP,746658,36450,710208,73.7,26.3,47.4,0,R,25,71.3,18.5,8.2,0.8,0.4,0.9,20.9,24.7,45313,53.7,46.94,44.08,38.49,Pure rural
TX2,R,480982.47,47945.41,433037.06,66.5,33.5,33,,R,R,507175.73,0,507175.73,,29.6,-29.6,,D,R,623230.11,13900.98,609329.13,60.6,36,24.6,,R,GOP,3230273.62,1473067,1757206.62,54.5,45.5,9,1,R,11,59.9,11.5,20.6,6.4,0.3,1.4,40.8,49.9,72711,29.9,9.31,27.38,24.47,Dense suburban
TX3,R,0,0,0,100,0,100,,R,R,0,0,0,,0,0,,D,R,1181909.94,0,1181909.94,61.2,34.6,26.6,,R,GOP,3436052,313316,3122736,55.8,44.2,11.6,1,R,13,69.2,9.1,9.7,10,0.3,1.6,53.5,55,88619,31.1,14.18,30.11,24.19,Dense suburban
TX4,R,624336.88,0,624336.88,75.2,24.8,50.4,,R,Open-Used to be GOP,64991,0,64991,,0,0,,D,R,910934.89,0,910934.89,88,0,88,,R,GOP,489189,30784,458405,77,23,54,1,R,28,79.6,10.7,6.9,0.7,0.6,1.5,22.1,24.3,52481,60.2,53.64,49.19,40.55,Pure rural
TX5,R,2583174.15,7842.5,2575331.65,66,34,32,,R,R,0,0,0,,0,0,,D,R,0,0,0,80.6,0,80.6,,R,GOP,787626,107575,680051,62.5,37.5,25,1,R,16,66.8,16.2,13.9,1.6,0.5,1.1,21.1,26,50536,49.4,28.39,30.17,24.51,Rural-suburban mix
TX6,R,2152615.75,135452.27,2017163.48,59.7,40.3,19.4,,R,R,1659725.24,12826.87,1646898.37,,36.4,-36.4,,D,R,1348463.14,22557.19,1325905.95,58.3,39,19.3,,R,GOP,798533.81,663695,134838.81,54.6,45.4,9.2,1,R,9,60.1,19.4,14.5,4.2,0.4,1.4,28.7,32.2,65758,40.7,12.25,17.16,14.87,Dense suburban
TX7,R,846830.82,75853.73,770977.09,62.5,37.5,25,,R,R,691303.71,74635.38,616668.33,,34.5,-34.5,,D,R,1195460.96,62159.16,1133301.8,56.2,43.8,12.4,,R,DEM,9532336.5,15063655.7,-5531319.2,47.5,52.5,-5,0,D,7,56.8,14.1,19,8.7,0.2,1.3,50.7,61.5,71183,21.8,-1.37,21.33,18.33,Urban-suburban mix
TX8,R,1268522.45,10871.38,1257651.07,79.2,20.8,58.4,,R,R,0,0,0,,0,0,,D,R,2996,0,2996,100,0,100,,R,GOP,5844044,30212,5813832,75.2,24.8,50.4,0,R,28,74.9,9,12.4,2.2,0.3,1.2,30.2,32.5,64861,50.5,48.82,55.27,46.98,Rural-suburban mix
TX9,D,4009.33,451380.78,-447371.45,20.1,79.9,-59.8,,D,D,0,0,0,,90.8,-90.8,,D,D,0,602159.38,-602159.38,19.4,80.6,-61.2,,D,DEM,0,516621,-516621,10.9,89.1,-78.2,0,D,-29,16.9,47.7,23.2,11,0.2,1,23.8,44.5,46048,9.4,-61.3,-56.88,-52.75,Urban-suburban mix
TX10,R,1325667.29,51855.41,1273811.88,62.5,37.5,25,,R,R,1599939.21,10500.62,1589438.59,,34.1,-34.1,,D,R,1730835.84,7186.34,1723649.5,57.3,38.4,18.9,,R,GOP,1706176,501783.06,1204392.94,53.1,46.9,6.2,0,R,9,65.6,11.2,17.7,4,0.2,1.3,38.7,45.5,73476,35.7,9.18,20.31,13.63,Rural-suburban mix
TX11,R,1206227.65,0,1206227.65,80.9,19.1,61.8,,R,R,0,0,0,,0,0,,D,R,0,0,0,89.5,0,89.5,,R,GOP,2425081,87440,2337641,81.6,18.4,63.2,0,R,32,65.9,3.7,28.4,0.7,0.3,1,20.4,26.3,50602,48.5,58.73,59.6,52.89,Rural-suburban mix
TX12,R,1369512.32,10784,1358728.32,72.7,27.3,45.4,,R,R,1317818.11,80203.96,1237614.15,,26.3,-26.3,,D,R,1088164.59,0,1088164.59,69.4,26.9,42.5,,R,GOP,1967446,174025,1793421,66.1,33.9,32.2,0,R,18,72.4,8.4,14.8,2.7,0.4,1.3,29.9,34.3,62214,47.5,30.21,35.16,28.23,Sparse suburban
TX13,R,0,0,0,100,0,100,,R,R,1693676.89,0,1693676.89,,12.8,-12.8,,D,R,0,0,0,90,0,90,,R,GOP,1365192,40441,1324751,83.1,16.9,66.2,0,R,33,73.8,5.5,17.5,1.3,0.6,1.3,20.4,24.7,50150,55.6,63.05,61.68,54.72,Rural-suburban mix
TX14,Open Post-Redistrict,1542501.98,1339920,202581.98,54.5,45.5,9,,R,R,595729.25,42207.49,553521.76,,36.1,-36.1,,D,R,533946.67,0,533946.67,61.9,38.1,23.8,,R,GOP,667396,202697,464699,60.8,39.2,21.6,0,R,12,59,20.9,16.4,2.4,0.3,1,22.7,28.4,58103,42.2,19.73,19.86,14.93,Sparse suburban
TX15,D,31991,849921.29,-817930.29,37.7,62.3,-24.6,,D,D,129149.66,466828.16,-337678.5,,54,-54,,D,Open-Used to be Dem,17069.56,2305694.4,-2288624.84,37.7,57.3,-19.6,,D,DEM,15963,417011.46,-401048.46,40.3,59.7,-19.4,0,D,-7,23.1,2.4,72.8,1.2,0.2,0.4,19.8,31.1,41947,15.9,-16.69,-15.89,-15.5,Sparse suburban
TX16,Open Post-Redistrict,132574.5,618525.63,-485951.13,33.5,66.5,-33,,D,D,0,409513.03,-409513.03,,67.5,-67.5,,D,D,0,0,0,0,85.7,-85.7,,D,DEM,48495,1460937.17,-1412442.17,31.6,68.4,-36.8,0,D,-17,19,4.3,74.4,1.2,0.3,0.8,23.9,37,44045,11.9,-40.71,-29.65,-29.91,Dense suburban
TX17,R,17,1854,-1837,100,0,100,,R,R,1463360.76,0,1463360.76,,32.4,-32.4,,D,R,1740364.13,47063.07,1693301.06,60.8,35.2,25.6,,R,GOP,1183963,59634,1124329,58.7,41.3,17.4,0,R,12,65.6,13.3,16.6,2.9,0.2,1.4,29.4,36.3,50888,41.8,17.47,22.66,17.05,Rural-suburban mix
TX18,D,133012.83,554810.24,-421797.41,23.1,76.9,-53.8,,D,D,7668.99,384140.12,-376471.13,,71.8,-71.8,,D,D,39815.1,579712.28,-539897.18,23.6,73.5,-49.9,,D,DEM,9891,756258,-746367,24.8,75.2,-50.4,0,D,-27,23.6,46.4,25,3.9,0.1,1,22.4,49.6,42662,11.8,-56.5,-53.31,-53.74,Dense suburban
TX19,R,0,0,0,100,0,100,,R,R,1885967.26,58682.45,1827284.81,,18.4,-18.4,,D,Open-Used to be GOP,0,0,0,86.7,0,86.7,,R,GOP,977835,100543,877292,75.3,24.7,50.6,0,R,27,62.5,6,29,1,0.4,1.1,22.4,30.8,47875,43.2,49.06,48.56,43.34,Rural-suburban mix
TX20,Open Post-Redistrict,58352.11,1351968.05,-1293615.94,34.4,65.6,-31.2,,D,D,0,0,0,,75.7,-75.7,,D,D,0,0,0,0,79.7,-79.7,,D,DEM,0,913344,-913344,19.1,80.9,-61.8,0,D,-10,26.7,5.6,64.3,2.2,0.2,1,24.7,42.7,49421,15.3,-26.72,-19.23,-17.66,Dense suburban
TX21,R,1705680.88,57131.76,1648549.12,63.1,36.9,26.2,,R,R,0,0,0,,0,0,,D,R,1772790.36,89512.74,1683277.62,57,36.4,20.6,,R,GOP,3125330.8,3453462.85,-328132.05,52.5,47.5,5,1,R,10,69.6,3.3,23.1,2.3,0.2,1.4,45.1,49.7,68987,35,9.97,21.94,14.27,Dense suburban
TX22,R,1314947.02,40372.74,1274574.28,66.7,33.3,33.4,,R,R,1299370,0,1299370,,31.6,-31.6,,D,R,1424608.68,36495.44,1388113.24,59.5,40.5,19,,R,GOP,1808295,1638897.89,169397.11,53.6,46.4,7.2,0,R,10,49.7,14.5,19.5,14.7,0.3,1.3,45.1,46.6,87901,26.5,7.89,25.43,21.71,Sparse suburban
TX23,R,5406067.93,5946090.79,-540022.86,47.5,52.5,-5,,D,D,4159398.88,5222206.94,-1062808.06,,47.7,-47.7,,D,R,8475488.96,7183198.06,1292290.9,48.3,47,1.3,,R,GOP,9509399.6,9318462.01,190937.59,51.3,48.7,2.6,0,R,1,31.8,3.8,62,1.2,0.4,0.8,21.7,38.4,51293,19.6,-3.41,2.67,-0.62,Rural-suburban mix
TX24,R,742252.43,6176.46,736075.97,62.9,37.1,25.8,,R,R,431771.68,9517,422254.68,,32.3,-32.3,,D,R,528905.18,21796.25,507108.93,56.2,39.3,16.9,,R,GOP,1091139.43,93380,997759.43,52.5,47.5,5,0,R,9,63.3,11.6,14.5,8.4,0.3,1.8,44.7,50.9,70454,31,6.25,22.45,17.92,Dense suburban
TX25,Open Post-Redistrict,3231925.05,12060.36,3219864.69,60.9,39.1,21.8,,R,R,1564454,25125.98,1539328.02,,36.2,-36.2,,D,R,1217433.13,52100.87,1165332.26,58.3,37.7,20.6,,R,GOP,1552143,414074.78,1138068.22,55.3,44.7,10.6,0,R,11,74.9,7.1,13.5,2.3,0.3,1.8,37.2,41.4,69083,43.8,14.86,22.1,13.35,Rural-suburban mix
TX26,R,990101.27,10226.01,979875.26,70.4,29.6,40.8,,R,R,0,0,0,,0,0,,D,R,1091006.23,0,1091006.23,66.4,29.6,36.8,,R,GOP,1684681,102819,1581862,61,39,22,0,R,18,74.4,7.5,12,3.9,0.4,1.8,44.2,46.7,87272,39.6,26.5,36.9,29.32,Sparse suburban
TX27,R,1205670.08,391229.06,814441.02,59.1,40.9,18.2,,R,R,1081931.76,315648.51,766283.25,,33.7,-33.7,,D,R,1113535.86,20852.64,1092683.22,61.7,38.3,23.4,,R,GOP,612075,181611,430464,63.4,36.6,26.8,1,R,13,47.3,5.4,45.2,1.1,0.2,0.8,20.3,29.3,53047,33.4,23.55,22.35,18.88,Rural-suburban mix
TX28,D,0,1279635.52,-1279635.52,30.5,69.5,-39,,D,D,0,0,0,,82.1,-82.1,,D,D,10,934347.1,-934337.1,31.3,66.2,-34.9,,D,DEM,0,1141915,-1141915,15.6,84.4,-68.8,0,D,-9,24.5,5.3,68.3,0.8,0.2,0.9,17.7,28.3,44021,17.5,-19.89,-21.6,-17.35,Sparse suburban
TX29,D,0,0,0,0,100,-100,,D,D,0,0,0,,89.5,-89.5,,D,D,0,1908763.16,-1908763.16,24,72.5,-48.5,,D,DEM,96896,1114279.91,-1017383.91,24.9,75.1,-50.2,1,D,-19,18.7,16.1,62.3,2.1,0.3,0.5,10.4,21.1,41737,14.7,-45.66,-32.91,-25.21,Dense suburban
TX30,D,7705,882303.45,-874598.45,19.4,80.6,-61.2,,D,D,0,5429,-5429,,87.9,-87.9,,D,D,0,375432.46,-375432.46,15.1,81.6,-66.5,,D,DEM,0,255766,-255766,8.9,91.1,-82.2,0,D,-29,22.6,52.8,21.4,1.9,0.2,1.1,20.5,40.8,44689,13.3,-60.8,-59.98,-57.39,Dense suburban
TX31,R,759122.69,0,759122.69,63.7,36.3,27.4,,R,R,870490.1,67648.66,802841.44,,32,-32,,D,R,1258943.88,27234.94,1231708.94,58.4,36.5,21.9,,R,GOP,1872388.18,5212577.09,-3340188.91,52.4,47.6,4.8,0,R,10,64.8,11.2,18.3,3.4,0.3,2,34.3,38.3,69228,40,12.74,21.34,13.35,Sparse suburban
TX32,R,1716842.95,79146.85,1637696.1,59.6,40.4,19.2,,R,R,3015805.12,8388.8,3007416.32,,35.4,-35.4,,D,R,0,0,0,71.1,0,71.1,,R,DEM,11067346.84,15433586.37,-4366239.53,47.8,52.2,-4.4,0,D,5,63.8,13,14.2,6.7,0.2,2,43.4,55.7,70119,28.2,-1.87,15.52,11.26,Dense suburban
TX33,Open Post-Redistrict,12983,1198195.07,-1185212.07,26.2,73.8,-47.6,,D,D,0,36142,-36142,,86.5,-86.5,,D,D,34933.34,1243464.9,-1208531.56,26.3,73.7,-47.4,,D,DEM,48782,1375251,-1326469,23.9,76.1,-52.2,0,D,-23,27,24.4,44.9,2.5,0.3,0.9,9.3,24.3,38445,20.4,-49.15,-44.86,-38.03,Dense suburban
TX34,Open Post-Redistrict,81702.47,789597.93,-707895.46,36.9,63.1,-26.2,,D,D,121835.61,867734.58,-745898.97,,59.5,-59.5,,D,D,0,1067282.32,-1067282.32,37.3,62.7,-25.4,,D,DEM,93646,672826,-579180,40,60,-20,0,D,-10,20.4,1.7,77.1,0.5,0.1,0.2,15.1,26.1,37989,15,-21.53,-22.46,-21.02,Rural-suburban mix
TX35,D,182597.02,1977379.71,-1794782.69,33.4,66.6,-33.2,,D,D,243950.43,630989.94,-387039.51,,62.5,-62.5,,D,D,132593.04,421687.18,-289094.14,31.6,63.1,-31.5,,D,DEM,42883,402707,-359824,28.8,71.2,-42.4,0,D,-15,34.2,10.6,52.4,1.3,0.2,1.2,20.4,34.3,48490,22.4,-33.6,-28.4,-27.83,Dense suburban
TX36,Open Post-Redistrict,368711.87,2701,366010.87,72.7,27.3,45.4,,R,Open-Used to be GOP,980717.8,25051.35,955666.45,,22.1,-22.1,,D,R,0,0,0,88.6,0,88.6,,R,GOP,956099,872473,83626,72.6,27.4,45.2,0,R,26,71.6,9.5,15.6,1.7,0.4,1.2,19.4,21.7,58984,56,46.75,47.45,40.03,Rural-suburban mix
UT1,R,403467.05,229529.43,173937.62,74.3,25.7,48.6,,R,R,527674.89,281795.7,245879.19,,27.9,-27.9,,D,R,896634.73,123025.05,773609.68,65.9,26.4,39.5,,R,GOP,1018637,26691,991946,75.6,24.4,51.2,0,R,26,87.3,0.9,7.9,1.6,0.9,1.3,28.9,31.3,65896,59.9,27.37,56.97,38.32,Sparse suburban
UT2,Open Post-Redistrict,499674.12,98727.04,400947.08,65,35,30,,R,R,665016.23,147221.67,517794.56,,32.9,-32.9,,D,R,958040.77,585324.92,372715.85,61.6,33.9,27.7,,R,GOP,906996,424043,482953,61.8,38.2,23.6,0,R,16,85.7,0.9,8.4,2.7,0.9,1.3,32.5,35.3,60700,55.4,14.04,38.78,20.09,Rural-suburban mix
UT3,R,830114.5,30781.68,799332.82,76.6,23.4,53.2,,R,R,785880.88,9948,775932.88,,22.5,-22.5,,D,R,1308015.97,63405.51,1244610.46,73.5,26.5,47,,R,GOP,1356379,33024,1323355,72.9,27.1,45.8,1,R,25,88.8,0.5,5.9,1.9,1.4,1.6,41.6,44,70763,49.7,23.91,58.8,37.99,Sparse suburban
UT4,D,4218773.71,5112903.1,-894129.39,49.8,50.2,-0.4,,D,Open-Used to be Dem,5312079.83,908440.58,4403639.25,,45.8,-45.8,,D,R,6115677.69,2687578.24,3428099.45,53.8,41.3,12.5,,R,DEM,7406382.87,4446739.73,2959643.14,49.8,50.2,-0.4,0,D,13,84.4,1.2,9.2,3.3,0.7,1.2,28.2,31.2,68711,58,6.72,36.95,15.2,Dense suburban
VTAL,D,0,669593.39,-669593.39,24.4,75.6,-51.2,,D,D,4557.69,700782.62,-696224.93,,64.4,-64.4,,D,D,0,0,0,0,89.5,-89.5,,D,DEM,10594,650563,-639969,30.7,69.3,-38.6,0,D,-15,95.4,0.8,1.4,0.9,0.3,1.3,36.4,36.5,57677,60.5,-26.41,-35.84,-37.17,Pure rural
VA1,R,764995.04,194342.83,570652.21,,Redrawn,#VALUE!,,D,R,866738.26,108214.29,758523.97,,Redrawn,#VALUE!,,D,R,1050400.71,46846.56,1003554.15,59.9,36.6,23.3,,R,GOP,2007272,340090.04,1667181.96,55.3,44.7,10.6,0,R,8,73.3,16.7,5.3,2.4,0.4,1.9,37.5,41.2,81338,43,12.41,11.87,9.36,Rural-suburban mix
VA2,R,2645035.2,2429406.41,215628.79,,Redrawn,#VALUE!,,D,R,1814214.48,933129.57,881084.91,,Redrawn,#VALUE!,,D,Open-Used to be GOP,821337.6,33849.46,787488.14,61.3,38.5,22.8,,R,DEM,6606729.66,8965433.11,-2358703.45,48.9,51.1,-2.2,0,D,3,68,19.3,5.5,4.4,0.3,2.4,34.4,38.5,66953,41.8,3.4,2.27,1.15,Dense suburban
VA3,D,29290.46,436493.13,-407202.67,,Redrawn,#VALUE!,,D,D,0,0,0,,Redrawn,#VALUE!,,D,D,71179.64,768162.88,-696983.24,33.1,66.7,-33.6,,D,DEM,0,590174,-590174,0,100,-100,0,D,-16,46.3,45.1,4,2.2,0.3,2.1,26.2,32.3,51794,31.3,-31.75,-36.26,-34.26,Dense suburban
VA4,R,1240932.22,77669.42,1163262.8,,Redrawn,#VALUE!,,D,R,1082779.62,30933.52,1051846.1,,Redrawn,#VALUE!,,D,Open-Used to be GOP,145828.99,519656.05,-373827.06,42,57.7,-15.7,,D,DEM,227917,908083,-680166,37.5,62.5,-25,0,D,-10,52.1,41.5,2.8,1.6,0.3,1.8,30.1,37.8,54607,32.4,-21.52,-21.81,-22.08,Rural-suburban mix
VA5,R,2012925.02,1155782.05,857142.97,56.4,43.6,12.8,,R,R,1227680.93,86054.45,1141626.48,,35.9,-35.9,,D,Open-Used to be GOP,1630784.23,1356690.19,274094.04,58.2,41.6,16.6,,R,GOP,3582127.25,4058734.6,-476607.35,53.3,46.7,6.6,1,R,6,75.9,20.1,1.6,1,0.2,1.2,27.9,31.5,52237,52,11.09,6.67,3.14,Pure rural
VA6,R,1888067.43,171535.14,1716532.29,65.4,34.6,30.8,,R,R,0,0,0,,0,0,,D,R,2009125.48,153103.47,1856022.01,66.6,33.1,33.5,,R,GOP,933265,438215.93,495049.07,59.9,40.1,19.8,1,R,13,84.9,10.2,2.4,1.1,0.2,1.2,26.6,28.7,50061,60.5,24.81,19.38,15,Rural-suburban mix
VA7,R,7487771.43,964129.93,6523641.5,,Redrawn,#VALUE!,,D,Open-Used to be GOP,1484556.93,534105.66,950451.27,,Redrawn,#VALUE!,,D,R,1169716.78,244619.76,925097.02,57.5,42.2,15.3,,R,DEM,7910155.41,10971338.32,-3061182.91,49.7,50.3,-0.6,0,D,6,73.2,18.4,3.5,3,0.2,1.6,39,43.1,73580,41.6,6.5,10.52,7.84,Rural-suburban mix
VA8,D,241314.68,1170615.75,-929301.07,32.1,67.9,-35.8,,D,Open-Used to be Dem,115577.76,2789737.97,-2674160.21,,63.1,-63.1,,D,D,80697.11,1483180.98,-1402483.87,27.3,68.4,-41.1,,D,DEM,67288,1767491,-1700203,23.7,76.3,-52.6,0,D,-21,64.1,13.6,10,9.8,0.2,2.4,61.8,77.1,100719,14.6,-52.61,-36.76,-37.76,Urban-suburban mix
VA9,R,1322932.58,481836.56,841096.02,61.4,38.6,22.8,,R,R,0,0,0,,0,0,,D,R,904168,103692.23,800475.77,68.6,28.3,40.3,,R,GOP,1218622,1032220,186402,65.3,34.7,30.6,0,R,19,91.8,5.4,1.1,0.8,0.1,0.8,20.4,20,41698,73.4,41.48,28.18,18.12,Pure rural
VA10,R,1020032.15,280021.19,740010.96,60.1,39.9,20.2,,R,Open-Used to be GOP,7235358.82,4768119.25,2467239.57,,40.4,-40.4,,D,R,13107717.33,9598670.19,3509047.14,52.7,46.9,5.8,,R,DEM,11895336.12,11351165.91,544170.21,43.8,56.2,-12.4,0,D,-1,72.5,7.2,7.1,10.9,0.3,2.1,54.3,56.7,120384,31.3,-9.93,1.13,-2.83,Sparse suburban
VA11,D,856908.6,1399479.09,-542570.49,36.8,63.2,-26.4,,D,D,276141.63,1455122.86,-1178981.23,,56.9,-56.9,,D,D,0,0,0,0,87.9,-87.9,,D,DEM,592621,1606675,-1014054,28.8,71.2,-42.4,0,D,-15,58.2,13.5,10.8,14.7,0.1,2.8,55.5,66.5,106554,19.4,-39.42,-26.16,-25.35,Dense suburban
WA1,D,1232879.68,5906332.71,-4673453.03,46.1,53.9,-7.8,,D,D,701552.78,2289912.54,-1588359.76,,55,-55,,D,D,28942.99,1625142.38,-1596199.39,44.6,55.4,-10.8,,D,DEM,18732,1523585.85,-1504853.85,40.8,59.2,-18.4,0,D,-6,83.8,1.1,4.8,6.7,1,2.5,43.4,41.5,91018,48.9,-16.28,-10.82,-14.42,Sparse suburban
WA2,D,279502.01,1225992.83,-946490.82,38.9,61.1,-22.2,,D,D,9984.99,1112277.5,-1102292.51,,60.6,-60.6,,D,D,0,1116830.47,-1116830.47,36,64,-28,,D,DEM,0,954391.26,-954391.26,28.5,71.5,-43,0,D,-10,80.4,2.4,5.8,7,1.2,3.3,30.3,31.4,65187,55.1,-22.1,-21.2,-22.91,Dense suburban
WA3,R,1623136.4,13480,1609656.4,60.4,39.6,20.8,,R,R,944900.63,204435.25,740465.38,,38.5,-38.5,,D,R,1869961.98,112575.05,1757386.93,61.8,38.2,23.6,,R,GOP,3998810.2,6054114.39,-2055304.19,52.9,47.1,5.8,0,R,4,87.6,1.4,4.5,3,0.8,2.8,25.4,25.8,61304,65,7.41,1.64,-3.84,Rural-suburban mix
WA4,R,1453308.11,34269.25,1419038.86,66.2,33.8,32.4,,R,Open-Used to be GOP,83191,161451,-78260,,0,0,,D,R,1338226.78,0,1338226.78,100,0,100,,R,GOP,1028630,490443.43,538186.57,64.5,35.5,29,0,R,13,72.6,1.1,20.4,1.3,2.6,2,20.1,26.4,52484,53.4,22.86,21.82,19.76,Rural-suburban mix
WA5,R,2099714,376106.03,1723607.97,61.9,38.1,23.8,,R,R,2910112,189061.51,2721050.49,,39.3,-39.3,,D,R,3421787,354854.46,3066932.54,59.6,40.4,19.2,,R,GOP,5590071.81,5805090.75,-215018.94,55.1,44.9,10.2,0,R,8,88.5,1.4,4.1,1.9,1.4,2.6,30.4,30.9,51697,61.1,13.03,9.8,4.95,Rural-suburban mix
WA6,Open Post-Redistrict,1827360.58,1706202.03,121158.55,41,59,-18,,D,D,23310.22,1239105.78,-1215795.56,,63,-63,,D,D,11522,1076595.02,-1065073.02,38.5,61.5,-23,,D,DEM,42423,1315514.08,-1273091.08,36.6,63.4,-26.8,0,D,-6,82.5,3.5,4.6,3.8,1.7,3.9,29.7,31.6,60616,56.4,-12.36,-14.96,-16.12,Rural-suburban mix
WA7,D,40956.17,602738.89,-561782.72,20.3,79.7,-59.4,,D,D,10229,581722.86,-571493.86,,81,-81,,D,Open-Used to be Dem,0,765640,-765640,0,100,-100,,D,DEM,4775,1476133.31,-1471358.31,16.6,83.4,-66.8,0,D,-33,78.1,3.5,5,8.8,0.6,4.1,61,64.5,84579,27.7,-69.95,-61.12,-62.36,Urban-suburban mix
WA8,R,1599084.57,103889.85,1495194.72,59.7,40.3,19.4,,R,R,991616.85,235196.22,756420.63,,36.7,-36.7,,D,R,1726337.06,22619.15,1703717.91,60.2,39.8,20.4,,R,DEM,11611086.41,19318456.5,-7707370.09,47.4,52.6,-5.2,1,D,0,81.3,2.7,6.1,6.4,0.9,2.8,34.5,35.1,79516,52.7,-3.04,-1.56,-4.7,Sparse suburban
WA9,D,6313.41,924160.51,-917847.1,28.4,71.6,-43.2,,D,D,11664.69,795120.49,-783455.8,,70.8,-70.8,,D,D,33078.61,1106586.61,-1073508,27.1,72.9,-45.8,,D,DEM,0,1711239.41,-1711239.41,31.8,68.2,-36.4,0,D,-21,58.5,10.5,6,19.8,0.7,4.6,41.8,48.1,75407,30.3,-47.13,-38.71,-38.66,Dense suburban
